"taxon";"habitat_terrestrial";"habitat_freshwater";"habitat_brackish";"habitat_marine"
"Nearctaphis bakeri";NA;NA;NA;0
"Neaspis variegata";NA;NA;NA;0
"Neatostema apulum";1;NA;NA;0
"Necora puber";NA;NA;NA;1
"Necrobia ruficollis";1;NA;NA;0
"Necrobia rufipes";1;NA;NA;0
"Necrobia violacea";1;NA;NA;0
"Necrosyrtes monachus";1;0;0;0
"Nectandra citrifolia";1;NA;NA;0
"Nectandra grandiflora";1;NA;NA;0
"Nectandra pichurim";1;NA;NA;0
"Nectarinia tacazze";1;0;0;0
"Necturus maculosus";NA;1;NA;0
"Nehemitropia lividipennis";NA;NA;NA;0
"Neillia incisa";1;NA;NA;0
"Neillia sinensis";NA;NA;NA;0
"Neillia tanakae";1;NA;NA;0
"Neilo australis";0;0;NA;1
"Nelima doriae";1;NA;NA;NA
"Nelima gothica";1;NA;NA;NA
"Nelima sempronii";1;NA;NA;NA
"Nelsonia canescens";NA;NA;NA;0
"Neltumius arizonensis";1;NA;NA;0
"Nelumbo lutea";NA;NA;NA;0
"Nelumbo nucifera";NA;1;NA;0
"Nemacystus decipiens";NA;NA;NA;1
"Nemalion vermiculare";NA;NA;NA;1
"Nemapogon granella";1;NA;NA;0
"Nemapogon variatella";1;NA;NA;0
"Nemastoma bidentatum";1;NA;NA;NA
"Nematanthus crassifolius";NA;NA;NA;0
"Nematistius pectoralis";0;0;NA;1
"Nematobrycon palmeri";0;1;NA;0
"Nematolebias whitei";0;1;NA;0
"Nematostella vectensis";0;NA;NA;1
"Nematus lipovskyi";NA;NA;NA;0
"Nematus melanaspis";NA;NA;NA;0
"Nematus oligospilus";NA;NA;NA;0
"Nematus ribesii";1;NA;NA;0
"Nematus spiraeae";NA;NA;NA;0
"Nematus tibialis";1;NA;NA;0
"Nemesia floribunda";NA;NA;NA;0
"Nemesia melissifolia";1;NA;NA;0
"Nemesia strumosa";1;NA;NA;0
"Nemesia versicolor";1;NA;NA;0
"Nemipterus japonicus";0;0;NA;1
"Nemipterus randalli";0;0;NA;1
"Nemophila maculata";1;NA;NA;0
"Nemophila menziesii";1;NA;NA;0
"Nemophila menziesii atomaria";NA;NA;NA;0
"Nemophila menziesii integrifolia";1;NA;NA;0
"Nemophila phacelioides";NA;NA;NA;0
"Nemopsis bachei";0;NA;1;1
"Neoallolepidapedon hawaiiense";NA;NA;NA;1
"Neobenedenia melleni";NA;NA;NA;1
"Neoblattella detersa";NA;NA;NA;0
"Neocalanus gracilis";0;0;NA;1
"Neocaridina denticulata";0;1;NA;0
"Neochen jubata";1;0;0;0
"Neochetina bruchi";1;NA;NA;0
"Neochetina eichhorniae";1;NA;NA;0
"Neochmia modesta";1;0;0;0
"Neochmia ruficauda";1;0;0;0
"Neochmia temporalis";1;0;0;0
"Neochrysocharis trifolii";NA;NA;NA;0
"Neoclytus acuminatus";1;NA;NA;0
"Neocolobura alboplagiata";1;NA;NA;0
"Neoconorbina clara";NA;NA;NA;1
"Neocrepidodera brevicollis";1;NA;NA;0
"Neodartus bella";NA;NA;NA;0
"Neodelphineis pelagica";0;NA;NA;1
"Neodenticula seminae";0;NA;NA;1
"Neoderelomus piriformis";NA;NA;NA;0
"Neodexiospira brasiliensis";NA;NA;NA;1
"Neodexiospira pseudocorrugata";NA;NA;NA;1
"Neodexiospira steueri";NA;NA;NA;1
"Neodiaptomus schmackeri";0;1;NA;0
"Neodiprion sertifer";1;NA;NA;0
"Neodryinus typhlocybae";1;NA;NA;0
"Neodusmetia sangwani";1;NA;NA;0
"Neoergasilus japonicus";0;1;NA;0
"Neogalea sunia";NA;NA;NA;0
"Neogalerucella calmariensis";NA;NA;NA;0
"Neogobius fluviatilis";0;1;1;1
"Neogobius melanostomus";0;1;1;1
"Neoheegeria dalmatica";1;NA;NA;0
"Neohirasea japonica";1;NA;NA;0
"Neohydatothrips portoricensis";1;NA;NA;0
"Neohydatothrips samayunkur";NA;NA;NA;0
"Neohydronomus affinis";NA;NA;NA;0
"Neohydronomus pulchellus";1;NA;NA;0
"Neohypnus andinus";NA;NA;NA;0
"Neojeffreya decurrens";1;0;NA;0
"Neolaemosaccus narinus";NA;NA;NA;0
"Neolamarckia cadamba";NA;NA;NA;0
"Neolamprologus brichardi";0;1;NA;0
"Neolamprologus leleupi";0;1;NA;0
"Neoleucinodes elegantalis";NA;NA;NA;0
"Neolitsea cassia";NA;NA;NA;0
"Neomariania rebeli";NA;NA;NA;0
"Neomarica coerulea";1;NA;NA;NA
"Neomarica gracilis";1;NA;NA;NA
"Neomarica longifolia";1;NA;NA;NA
"Neomarica northiana";1;NA;NA;NA
"Neomegalotomus parvus";NA;NA;NA;0
"Neomeris annulata";NA;NA;NA;1
"Neomoelleria cornuta";NA;NA;NA;1
"Neomusotima conspurcatalis";NA;NA;NA;0
"Neomysis americana";0;0;NA;1
"Neomysis integer";0;NA;NA;1
"Neomyzus circumflexus";1;0;NA;0
"Neonauclea purpurea";1;NA;NA;0
"Neonotonia wightii";1;NA;NA;0
"Neopanax arboreus";NA;NA;NA;0
"Neopanax laetus";NA;NA;NA;0
"Neophema pulchella";1;0;0;0
"Neophron percnopterus";1;0;0;0
"Neophyllaphis araucariae";NA;NA;NA;0
"Neophyllaphis podocarpi";NA;NA;NA;0
"Neophyllaphis varicolor";NA;NA;NA;0
"Neopinnaspis harperi";NA;NA;NA;0
"Neoplocaederus denticornis";1;NA;NA;0
"Neopolycystus insectifurax";NA;NA;NA;0
"Neopolystoma orbiculare";1;1;NA;NA
"Neopomacentrus cyanomos";0;0;NA;1
"Neopsephotus bourkii";1;0;0;0
"Neopseudocapitella brasiliensis";0;0;NA;1
"Neopsittaconirmus albus";NA;NA;NA;0
"Neopsittaconirmus lybartota";NA;NA;NA;0
"Neopulvinaria innumerabilis";NA;NA;NA;0
"Neosalanx taihuensis";0;1;NA;0
"Neoscapteriscus abbreviatus";NA;NA;NA;0
"Neoscapteriscus borellii";NA;NA;NA;0
"Neoscona nautica";1;NA;NA;NA
"Neoseiulus californicus";1;NA;NA;NA
"Neosilba batesi";NA;NA;NA;0
"Neosilba perezi";NA;NA;NA;0
"Neosiphonia flavimarina";NA;NA;NA;1
"Neosiphonia harveyi";NA;NA;NA;1
"Neosiphonia paniculata";NA;NA;NA;1
"Neosiphonia sertularioides";NA;NA;NA;1
"Neostylopyga rhombifolia";1;NA;NA;0
"Neotachidius triangularis";0;0;1;1
"Neotemnopteryx fulva";NA;NA;NA;0
"Neotorularia contortuplicata";1;NA;NA;0
"Neotorularia torulosa";NA;NA;NA;0
"Neotoxoptera formosana";NA;NA;NA;0
"Neotoxoptera oliveri";1;NA;NA;0
"Neotoxoptera violae";1;NA;NA;0
"Neotragus moschatus";1;0;0;0
"Neotrapezium liratum";NA;NA;NA;1
"Neotrichoporoides viridimaculatus";1;NA;NA;0
"Neottia ovata";1;NA;NA;NA
"Neottiura bimaculata";1;NA;NA;NA
"Neovison vison";1;NA;NA;NA
"Neozygina penapacha";NA;NA;NA;0
"Nepeta amoena";1;NA;NA;0
"Nepeta annua";1;NA;NA;0
"Nepeta camphorata";1;NA;NA;0
"Nepeta cataria";1;NA;NA;0
"Nepeta faassenii";1;NA;NA;0
"Nepeta grandiflora";1;NA;NA;0
"Nepeta laevigata";NA;NA;NA;0
"Nepeta nepetella";1;NA;NA;0
"Nepeta nuda";1;NA;NA;0
"Nepeta racemosa";1;NA;NA;0
"Nepeta sibirica";1;NA;NA;0
"Nepeta tenuifolia";NA;NA;NA;0
"Nepeta ucranica";NA;NA;NA;0
"Nephanes titan";NA;NA;NA;0
"Nephasoma eremita";NA;NA;NA;1
"Nephelium lappaceum";1;NA;NA;0
"Nephelium ramboutan-ake";1;NA;NA;0
"Nephrolepis biserrata";1;NA;NA;NA
"Nephrolepis brownii";1;NA;NA;NA
"Nephrolepis cordifolia";1;NA;NA;NA
"Nephrolepis cordifolia cordifolia";1;NA;NA;NA
"Nephrolepis exaltata";1;NA;NA;NA
"Nephrolepis falcata";1;NA;NA;NA
"Nephrolepis hirsutula";1;NA;NA;NA
"Nephrolepis pectinata";1;NA;NA;NA
"Nephrolepis undulata";1;NA;NA;NA
"Nephtys ciliata";0;0;NA;1
"Nephus binaevatus";NA;NA;NA;0
"Nephus reunioni";1;NA;NA;0
"Nepticulomima sakuntala";NA;NA;NA;0
"Neptis rivularis";NA;NA;NA;0
"Neptunea arthritica";NA;NA;NA;1
"Neptunia gracilis";NA;NA;NA;0
"Neptunia plena";1;NA;NA;0
"Neptunia prostrata";1;NA;NA;0
"Neptunia pubescens";NA;NA;NA;0
"Neptunia triquetra";1;NA;NA;0
"Nereis gilchristi";0;0;NA;1
"Nereis jacksoni";0;0;NA;1
"Nereis persica";0;0;NA;1
"Nereis zonata";0;0;NA;1
"Nerine filifolia";1;NA;NA;NA
"Nerine undulata";1;NA;NA;NA
"Nerita sanguinolenta";NA;NA;NA;1
"Nerium indicum";1;NA;NA;0
"Nerium oleander";1;NA;NA;0
"Nerocila orbignyi";1;0;NA;1
"Nerodia fasciata";NA;1;NA;1
"Nerodia sipedon";NA;1;NA;1
"Nertera granadensis";1;NA;NA;0
"Nerthra fuscipes";NA;NA;NA;0
"Nesidiocoris tenuis";NA;NA;NA;0
"Neslia paniculata";1;NA;NA;0
"Neslia paniculata paniculata";1;NA;NA;0
"Neslia paniculata thracica";1;NA;NA;0
"Nesocodon mauritianus";1;NA;NA;0
"Nesoeme kuscheli";NA;NA;NA;0
"Nesoenas picturatus";1;0;0;0
"Nesogaster aculeatus";NA;NA;NA;0
"Nesogenes rotensis";NA;NA;NA;0
"Nesosydne simulans";NA;NA;NA;0
"Nesothrips brevicollis";NA;NA;NA;0
"Nesothrips lativentris";1;NA;NA;0
"Nesothrips major";NA;NA;NA;0
"Nesothrips propinquus";NA;NA;NA;0
"Nesticella mogera";1;NA;NA;NA
"Nesticodes rufipes";1;NA;NA;NA
"Nesticus cellulanus";1;0;NA;0
"Netta erythrophthalma";1;0;0;0
"Netta peposaca";1;0;0;0
"Netta rufina";1;0;0;0
"Nettapus auritus";1;0;0;0
"Nettapus coromandelianus";1;0;0;0
"Neuontobotrys linearifolia";NA;NA;NA;0
"Neurada procumbens";1;NA;NA;0
"Neurogalesus carinatus";NA;NA;NA;0
"Neurogalesus militis";NA;NA;NA;0
"Neurolaena lobata";1;0;NA;0
"Neurostrota gunniella";NA;NA;NA;0
"Neurothaumasia ankerella";1;NA;NA;0
"Neustanthus phaseoloides";1;NA;NA;0
"Newmanella radiata";NA;NA;NA;1
"Neyraudia reynaudiana";1;NA;NA;NA
"Nezara viridula";1;NA;NA;0
"Nicandra physalodes";1;NA;NA;0
"Nicentrus saccharinus";NA;NA;NA;0
"Nicobium castaneum";1;NA;NA;0
"Nicobium zuzartei";1;NA;NA;0
"Nicoletia meinerti";1;NA;NA;0
"Nicoletia phytophila";1;NA;NA;0
"Nicotiana acuminata";1;NA;NA;0
"Nicotiana acuminata multiflora";1;NA;NA;0
"Nicotiana alata";1;NA;NA;0
"Nicotiana alata x forgetiana";1;NA;NA;0
"Nicotiana attenuata";1;NA;NA;0
"Nicotiana debneyi";NA;NA;NA;0
"Nicotiana flindersiensis";NA;NA;NA;0
"Nicotiana forgetiana";1;NA;NA;0
"Nicotiana glauca";1;NA;NA;0
"Nicotiana glutinosa";1;NA;NA;0
"Nicotiana langsdorffii";1;NA;NA;0
"Nicotiana longiflora";1;NA;NA;0
"Nicotiana megalosiphon";NA;NA;NA;0
"Nicotiana obtusifolia";1;NA;NA;0
"Nicotiana paniculata";1;NA;NA;0
"Nicotiana plumbaginifolia";1;NA;NA;0
"Nicotiana quadrivalvis";NA;NA;NA;0
"Nicotiana repanda";NA;NA;NA;0
"Nicotiana rustica";1;NA;NA;0
"Nicotiana suaveolens";1;NA;NA;0
"Nicotiana sylvestris";1;NA;NA;0
"Nicotiana tabacum";1;NA;NA;0
"Nicotiana velutina";1;NA;NA;0
"Nicotiana wigandioides";NA;NA;NA;0
"Niditinea fuscella";1;0;NA;0
"Nidorella aegyptiaca";NA;NA;NA;0
"Nidorella auriculata";1;0;NA;0
"Nidorella ivifolia";1;NA;NA;0
"Nierembergia linariifolia";1;NA;NA;0
"Nierembergia linariifolia glabriuscula";1;NA;NA;0
"Nierembergia repens";NA;NA;NA;0
"Nierembergia scoparia";1;NA;NA;0
"Niesthrea sidae";NA;NA;NA;0
"Nigella arvensis";1;NA;NA;0
"Nigella arvensis arvensis";1;NA;NA;0
"Nigella damascena";1;NA;NA;0
"Nigella papillosa";NA;NA;NA;0
"Nigella sativa";1;NA;NA;0
"Nigella segetalis";NA;NA;NA;0
"Nigma walckenaeri";1;NA;NA;NA
"Nikoides sibogae";NA;NA;NA;1
"Nilaparvata lugens";NA;NA;NA;0
"Niltava macgrigoriae";1;0;0;0
"Niltava vivida";1;0;0;0
"Nimbochromis livingstonii";0;1;NA;0
"Nimbochromis polystigma";0;1;NA;0
"Nimbochromis venustus";0;1;NA;0
"Ninox connivens";1;0;0;0
"Ninox novaeseelandiae";1;0;0;0
"Nipaecoccus aurilanatus";NA;NA;NA;0
"Nipaecoccus nipae";1;NA;NA;0
"Nipaecoccus viridis";NA;NA;NA;0
"Niphargogammarus intermedius";0;1;NA;0
"Niphargoides corpulentus";0;1;NA;0
"Niphargus hrabei";0;1;NA;0
"Niphona hookeri";1;NA;NA;0
"Nippoleucon hinumensis";0;0;NA;1
"Nipponaclerda biwakoensis";NA;NA;NA;0
"Nipponanthemum nipponicum";1;0;NA;0
"Nipponia nippon";1;0;0;0
"Nipponocypris sieboldii";0;1;NA;0
"Nipponocypris temminckii";0;1;NA;0
"Nipponorthezinella guadalcanalia";NA;NA;NA;0
"Nippotaenia mogurndae";NA;1;NA;NA
"Niptus hololeucus";1;NA;NA;0
"Nitella syncarpa";NA;1;NA;0
"Nitellopsis obtusa";NA;1;NA;1
"Nitidotellina lux";NA;NA;NA;1
"Nitidotellina unifasciata";NA;NA;NA;1
"Nitidotellina valtonis";NA;NA;NA;1
"Nitidula bipunctata";1;NA;NA;0
"Nitidula carnaria";NA;NA;NA;0
"Nitidula flavomaculata";NA;NA;NA;0
"Nitocris gracilis";1;0;NA;0
"Nitokra hibernica";0;1;NA;0
"Nitokra incerta";0;1;NA;1
"Nitophyllum stellato-corticatum";NA;NA;NA;1
"Nitrosalsola vermiculata";1;NA;NA;0
"Nitzschia delicatissima";NA;NA;NA;1
"Nitzschia dissipatoides";NA;NA;1;NA
"Nitzschia fraudulenta";NA;NA;NA;1
"Nitzschia inflatula";NA;NA;NA;1
"Nitzschia pacifica";NA;NA;NA;1
"Nitzschia sigmoidea";0;1;NA;0
"Nitzschia subfraudulenta";NA;NA;NA;1
"Noccaea caerulescens";1;NA;NA;0
"Noccaea caerulescens caerulescens";1;NA;NA;0
"Noccaea kovatsii";1;NA;NA;0
"Nocomis biguttatus";0;1;NA;0
"Nocomis leptocephalus";0;1;NA;0
"Nocomis micropogon";0;1;NA;0
"Nocomis raneyi";0;1;NA;0
"Noctiluca scintillans";0;0;NA;1
"Noctua comes";NA;NA;NA;0
"Nodophthalmidium antillarum";NA;NA;NA;1
"Nodularia spumigena";NA;1;NA;1
"Noltea africana";1;NA;NA;0
"Nomia melanderi";1;NA;NA;0
"Nomius pygmaeus";NA;NA;NA;0
"Nonea echioides";NA;NA;NA;0
"Nonea lutea";1;NA;NA;0
"Nonea pallens";1;NA;NA;0
"Nonea popovii";NA;NA;NA;0
"Nonea pulla";1;NA;NA;0
"Nonea rosea";1;NA;NA;0
"Nonea rossica";1;NA;NA;0
"Nonea versicolor";1;NA;NA;0
"Nonea vesicaria";1;NA;NA;0
"Nonionella stella";NA;NA;NA;1
"Nopalea cochenillifera";1;NA;NA;0
"Nopalea dejecta";1;NA;NA;0
"Nopoiulus kochii";1;0;NA;0
"Noronhia emarginata";1;NA;NA;0
"Northiella haematogaster";1;0;0;0
"Nosema ceratomyxae";NA;NA;NA;1
"Nosema pontogammari";NA;1;NA;NA
"Nosopsyllus fasciatus";NA;NA;NA;0
"Nosopsyllus londiniensis";NA;NA;NA;0
"Notechis scutatus";1;NA;NA;NA
"Notelaea ligustrina";NA;NA;NA;0
"Notelaea longifolia";NA;NA;NA;0
"Notemigonus crysoleucas";0;1;NA;0
"Nothobomolochus fradei";0;0;NA;1
"Nothobomolochus leiognathicola";NA;NA;NA;1
"Nothobomolochus neomediterraneus";0;0;NA;1
"Nothobranchius guentheri";0;1;NA;0
"Nothoderis ridicula";NA;NA;NA;0
"Nothofagus alpina";1;NA;NA;0
"Nothofagus antarctica";1;NA;NA;0
"Nothofagus betuloides";1;NA;NA;0
"Nothofagus cunninghamii";1;NA;NA;0
"Nothofagus dodecaphleps";NA;NA;NA;0
"Nothofagus dombeyi";1;NA;NA;0
"Nothofagus moorei";NA;NA;NA;0
"Nothofagus obliqua";1;NA;NA;0
"Nothoprocta perdicaria";1;0;0;0
"Nothosaerva brachiata";1;NA;NA;0
"Nothoscordum bivalve";1;NA;NA;NA
"Nothoscordum borbonicum";1;NA;NA;NA
"Nothoscordum gracile";1;NA;NA;NA
"Nothura maculosa";1;0;0;0
"Notiomystis cincta";1;0;0;0
"Notiophilus biguttatus";1;NA;NA;0
"Notiophilus palustris";1;NA;NA;0
"Notobasis syriaca";1;0;NA;0
"Notobitus meleagris";NA;NA;NA;0
"Notocelia rosaecolana";1;NA;NA;0
"Notocochlis gualtieriana";NA;NA;NA;1
"Notoglyptus scutellaris";NA;NA;NA;0
"Notogramma cimiciforme";NA;NA;NA;0
"Notolaemus unifasciatus";1;NA;NA;0
"Notomastus aberans";0;0;NA;1
"Notomastus mossambicus";0;0;NA;1
"Notomegabalanus algicola";NA;NA;NA;1
"Notopterus notopterus";0;1;1;0
"Notopus dorsipes";NA;NA;NA;1
"Notopygos crinita";0;0;NA;1
"Notostaurus albicornis";NA;NA;NA;0
"Nototeredo norvagica";NA;NA;NA;1
"Notropis altipinnis";0;1;NA;0
"Notropis amabilis";0;1;NA;0
"Notropis amoenus";0;1;NA;0
"Notropis ariommus";0;1;NA;0
"Notropis atherinoides";0;1;NA;0
"Notropis baileyi";0;1;NA;0
"Notropis bairdi";0;1;NA;0
"Notropis blennius";0;1;NA;0
"Notropis boops";0;1;NA;0
"Notropis buccatus";NA;1;NA;NA
"Notropis buccula";0;1;NA;0
"Notropis buchanani";0;1;NA;0
"Notropis chiliticus";0;1;NA;0
"Notropis chrosomus";0;1;NA;0
"Notropis dorsalis";0;1;NA;0
"Notropis girardi";0;1;NA;0
"Notropis harperi";0;1;NA;0
"Notropis heterolepis";0;1;NA;0
"Notropis hudsonius";0;1;NA;0
"Notropis hypsilepis";0;1;NA;0
"Notropis leuciodus";0;1;NA;0
"Notropis longirostris";0;1;NA;0
"Notropis lutipinnis";0;1;NA;0
"Notropis nubilus";0;1;NA;0
"Notropis oxyrhynchus";0;1;NA;0
"Notropis ozarcanus";0;1;NA;0
"Notropis potteri";0;1;NA;0
"Notropis procne";0;1;NA;0
"Notropis rubellus";0;1;NA;0
"Notropis rubricroceus";0;1;NA;0
"Notropis shumardi";0;1;NA;0
"Notropis spectrunculus";0;1;NA;0
"Notropis stramineus";0;1;NA;0
"Notropis telescopus";0;1;NA;0
"Notropis texanus";0;1;NA;0
"Notropis volucellus";0;1;NA;0
"Notropis xaenocephalus";0;1;NA;0
"Noturus exilis";0;1;NA;0
"Noturus flavus";NA;1;NA;0
"Noturus gilberti";0;1;NA;0
"Noturus gyrinus";0;1;NA;0
"Noturus insignis";0;1;NA;0
"Noturus miurus";0;1;NA;0
"Noturus nocturnus";0;1;NA;0
"Noturus stigmosus";0;1;NA;0
"Novafabricia infratorquata";0;0;NA;1
"Novafabricia posidoniae";NA;NA;NA;1
"Novisuccinea ovalis";1;0;NA;0
"Novumbra hubbsi";0;1;NA;0
"Numida meleagris";1;0;0;0
"Nuphar advena";0;1;NA;0
"Nuphar japonicum";NA;1;NA;0
"Nuphar lutea";0;1;NA;0
"Nuphar pumila";NA;1;NA;0
"Nuphar rubrodisca";NA;1;NA;0
"Nupserha vexator";NA;NA;NA;0
"Nuttallanthus canadensis";1;NA;NA;0
"Nuttallanthus texanus";1;NA;NA;0
"Nuttallia obscurata";NA;NA;NA;1
"Nyctanassa violacea";1;0;0;0
"Nyctanthes arbor-tristis";1;NA;NA;0
"Nyctereutes procyonoides";1;0;0;0
"Nyctibora brunnea";1;NA;NA;0
"Nyctibora laevigata";1;NA;NA;0
"Nyctibora sericea";1;NA;NA;0
"Nycticorax caledonicus";1;0;0;0
"Nycticorax nycticorax";1;0;0;0
"Nycticorax nycticorax hoactli";NA;1;NA;NA
"Nyctunguis persimilis";1;NA;NA;NA
"Nylanderia bourbonica";NA;NA;NA;0
"Nylanderia glabrior";NA;NA;NA;0
"Nylanderia guatemalensis";NA;NA;NA;0
"Nylanderia jaegerskioeldi";1;NA;NA;0
"Nylanderia pubens";NA;NA;NA;0
"Nylanderia steinheili";NA;NA;NA;0
"Nymphaea alba";0;1;NA;0
"Nymphaea candida";0;1;NA;0
"Nymphaea capensis";NA;1;NA;0
"Nymphaea daubenyana";NA;NA;NA;0
"Nymphaea elegans";NA;NA;NA;0
"Nymphaea jamesoniana";NA;1;NA;0
"Nymphaea kimberleyensis";NA;NA;NA;0
"Nymphaea lotus";NA;1;NA;0
"Nymphaea maculata";NA;1;NA;0
"Nymphaea marliacea";NA;1;NA;0
"Nymphaea mexicana";NA;1;NA;0
"Nymphaea micrantha";NA;1;NA;0
"Nymphaea nouchali";NA;1;NA;0
"Nymphaea nouchali caerulea";NA;NA;NA;0
"Nymphaea odorata";NA;1;NA;0
"Nymphaea odorata tuberosa";NA;NA;NA;0
"Nymphaea omarana";NA;1;NA;0
"Nymphaea rubra";NA;1;NA;0
"Nymphaea thiona";NA;NA;NA;0
"Nymphicus hollandicus";1;0;0;0
"Nymphoides aquatica";NA;1;NA;0
"Nymphoides geminata";NA;1;NA;0
"Nymphoides hydrophylla";NA;1;NA;0
"Nymphoides indica";NA;1;NA;0
"Nymphoides peltata";1;1;NA;0
"Nymphula manilensis";1;1;NA;0
"Nymphula responsalis";1;NA;NA;0
"Nypa fruticans";1;NA;1;1
"Nysius caledoniae";NA;NA;NA;0
"Nysius huttoni";NA;NA;NA;0
"Nysius senecionis";NA;NA;NA;0
"Nyssa sylvatica";NA;NA;NA;0
"Obama nungara";1;0;NA;0
"Obelia bidentata";NA;NA;NA;1
"Obelia dichotoma";0;0;NA;1
"Obelia geniculata";NA;NA;NA;1
"Obelia longissima";NA;NA;NA;1
"Oberea erythrocephala";NA;NA;NA;0
"Oberea pupillata";1;NA;NA;0
"Obesogammarus crassus";0;1;1;0
"Obesogammarus obesus";0;1;NA;0
"Oblea rotunda";NA;NA;NA;1
"Obolaria virginica";1;NA;NA;0
"Obolodiplosis robiniae";1;NA;NA;0
"Oceanaspidiotus araucariae";NA;NA;NA;0
"Oceanaspidiotus spinosus";1;NA;NA;0
"Oceaniopteris gibba";1;NA;NA;NA
"Ochagavia carnea";1;NA;NA;NA
"Ochetellus glaber";1;NA;NA;0
"Ochetostoma erythrogrammon";0;0;NA;1
"Ochlandra stridula";1;NA;NA;NA
"Ochlerotatus notoscriptus";1;1;NA;0
"Ochna atropurpurea";NA;NA;NA;0
"Ochna ciliata";NA;NA;NA;0
"Ochna jabotapita";NA;NA;NA;0
"Ochna kirkii";1;NA;NA;0
"Ochna serrulata";1;NA;NA;0
"Ochna thomasiana";1;NA;NA;0
"Ochroma pyramidale";1;NA;NA;0
"Ochrosia elliptica";1;NA;NA;0
"Ochrosia moorei";NA;NA;NA;0
"Ochrostomus pulchellus";NA;NA;NA;0
"Ochsenheimeria vacculella";NA;NA;NA;0
"Ochthephilum fracticorne";NA;NA;NA;0
"Ochthera circularis";NA;NA;NA;0
"Ochyromera ligustri";NA;NA;NA;0
"Ocimum africanum";1;NA;NA;0
"Ocimum americanum";1;NA;NA;0
"Ocimum basilicum";1;NA;NA;0
"Ocimum campechianum";NA;NA;NA;0
"Ocimum gratissimum";1;NA;NA;0
"Ocimum kilimandscharicum";1;NA;NA;0
"Ocimum minimum";1;NA;NA;0
"Ocimum tenuiflorum";1;NA;NA;0
"Ocinebrellus inornatus";NA;NA;NA;1
"Ocnerodrilus occidentalis";1;1;NA;0
"Ocnerostoma friesei";1;NA;NA;0
"Ocnerostoma piniariella";NA;NA;NA;0
"Ocotea foetens";NA;NA;NA;0
"Octactis octonaria";NA;NA;NA;1
"Octactis octonaria var. pulchra";NA;NA;NA;1
"Octactis speculum";NA;NA;NA;1
"Octodon degus";1;0;0;0
"Octodonta nipae";1;NA;NA;0
"Octodrilus transpadanus";1;0;NA;0
"Octolasion lacteum";1;1;NA;0
"Octomacrum mexicanum";NA;1;NA;NA
"Octopus cyanea";0;0;NA;1
"Octotoma championi";1;NA;NA;0
"Octotoma scabripennis";1;NA;NA;0
"Oculina patagonica";0;0;NA;1
"Ocyphaps lophotes";1;0;0;0
"Ocyptamus dimidiatus";NA;NA;NA;0
"Ocypus brunnipes";NA;NA;NA;0
"Ocys quinquestriatus";1;NA;NA;0
"Odessia maeotica";0;NA;NA;1
"Odhneripisidium moitessierianum";0;1;NA;0
"Odiellus spinosus";1;NA;NA;NA
"Odocoileus hemionus";1;0;0;0
"Odocoileus virginianus";1;0;0;0
"Odoiporus longicollis";1;NA;NA;0
"Odonaspis greenii";NA;NA;NA;0
"Odonaspis saccharicaulis";NA;NA;NA;0
"Odonaspis secreta";NA;NA;NA;0
"Odontaleyrodes rhododendri";NA;NA;NA;0
"Odontella aurita";0;NA;NA;1
"Odontesthes bonariensis";0;1;1;1
"Odontites glutinosa";NA;NA;NA;0
"Odontites jaubertianus";1;NA;NA;0
"Odontites longiflora";1;NA;NA;0
"Odontites luteus";1;NA;NA;0
"Odontites vernus";1;NA;NA;0
"Odontites vulgaris";1;NA;NA;0
"Odontocarya tamoides";NA;NA;NA;0
"Odontodactylus scyllarus";0;0;NA;1
"Odontofroggatia galili";1;NA;NA;0
"Odontomachus bauri";NA;NA;NA;0
"Odontomachus haematodus";NA;NA;NA;0
"Odontomachus ruginodis";1;NA;NA;0
"Odontomachus simillimus";NA;NA;NA;0
"Odontomachus troglodytes";NA;NA;NA;0
"Odontonema cuspidatum";1;NA;NA;0
"Odontoponera transversa";1;NA;NA;0
"Odostomia lorioli";NA;NA;NA;1
"Oecanthus indicus";1;NA;NA;0
"Oecanthus longicauda";1;NA;NA;0
"Oeceoclades maculata";1;NA;NA;NA
"Oecia oecophila";NA;NA;NA;0
"Oecobius amboseli";1;NA;NA;NA
"Oecobius annulipes";1;NA;NA;NA
"Oecobius navus";1;NA;NA;NA
"Oecophylla smaragdina";1;NA;NA;0
"Oecothea fenestralis";NA;NA;NA;0
"Oedaleus abruptus";NA;NA;NA;0
"Oedemera pthysica";1;NA;NA;0
"Oegoconia caradjai";NA;NA;NA;0
"Oegoconia novimundi";1;NA;NA;0
"Oemleria cerasiformis";1;NA;NA;0
"Oena capensis";1;0;0;0
"Oenanthe aquatica";1;NA;NA;0
"Oenanthe crocata";1;NA;NA;0
"Oenanthe fistulosa";NA;NA;NA;0
"Oenanthe globulosa";NA;NA;NA;0
"Oenanthe javanica";1;NA;NA;0
"Oenanthe peucedanifolia";1;NA;NA;0
"Oenanthe pimpinelloides";1;NA;NA;0
"Oenanthe sarmentosa";NA;NA;NA;0
"Oenone fulgida";0;0;NA;1
"Oenopia conglobata";NA;NA;NA;0
"Oenothera acaulis";1;NA;NA;0
"Oenothera acerviphila";1;NA;NA;0
"Oenothera acutifolia";1;NA;NA;0
"Oenothera adriatica";1;NA;NA;0
"Oenothera affinis";1;NA;NA;0
"Oenothera albicaulis";NA;NA;NA;0
